name_part1,name_part2,name_fluid1,material_group,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
CaSiO3,PCS,water,Ceramic,243.0,0.0,,3.0,1623.0,0.15,0.83
Mullite,,camphene,Ceramic,77.0,0.0,,,873.0,0.21,0.33
Al2O3,,water,Ceramic,193.0,10.0,72.0,0.5,2323.0,0.4,0.32
HAP,SiO2,water,Ceramic,,1.0,,24.0,873.0,0.15,0.8582
Al2O3,,water,Ceramic,193.0,1.0,72.0,0.5,893.0,0.3,0.52
YSZ,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.08,0.47
HAP,Al2O3,water,Ceramic,,4.0,,24.0,873.0,0.15,0.7838
Bioglass,,camphene,Ceramic,,0.0,,1.0,1773.0,0.1,0.5
PZT,,camphene,Ceramic,293.0,0.0,48.0,2.0,1573.0,0.2,0.6
TiO2,,water,Ceramic,,0.0,24.0,2.0,1573.0,0.1347,0.68
YSZ,,water,Ceramic,,0.0,24.0,,773.0,0.11,0.7
gelatin,,water,Polymer,,1.0,72.0,,,0.0038,0.948
TCP,,water,Ceramic,,0.0,60.0,,723.0,0.2,0.68
HAP,SiO2,water,Ceramic,,1.0,,24.0,873.0,0.15,0.797
YSZ,,water,Ceramic,,0.0,,0.5,773.0,0.3,0.69
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.35,0.54
Al2O3,,water,Ceramic,,1.0,48.0,,,0.27,0.915
HAP,(Ca10(PO4)6(OH)2),TBA,Ceramic,,0.0,0.0,1.0,963.0,0.1,0.6
Ag,,water,Metal,77.0,0.0,48.0,,,0.0001,0.959
HAP,,water,Ceramic,,0.0,,2.0,1623.0,0.25,0.88
PZT,,TBA,Ceramic,243.0,0.0,48.0,2.0,1673.0,0.25,0.55
Al2O3,,water,Ceramic,,0.0,,0.5,873.0,0.37,0.5454
HAP,,water,Ceramic,,5.0,48.0,4.0,1573.0,0.2,0.707
CaSiO3,PCS,water,Ceramic,243.0,0.0,,3.0,1623.0,0.2,0.75
Al2O3,SiC,water,Ceramic,77.0,0.0,0.0,1.0,873.0,0.55,0.055
WO3,,water,Metal,258.0,0.0,,,1023.0,0.2,0.645
YSZ,,TBA,Ceramic,,0.0,,,,0.5,0.89
TiO2,,water,Ceramic,,10.0,72.0,3.0,1623.0,0.1,0.78
Ca3ZrSi2O9,,water,Ceramic,,1.0,,1.0,873.0,0.2,0.5844
Al2O3,,water,Ceramic,,0.0,24.0,2.5,1823.0,0.4,0.25
Al2O3,,water,Ceramic,,6.0,,2.0,1523.0,0.2,0.661
Y2O3,SiO2,TBA,Ceramic,,0.0,12.0,1.0,1053.0,0.0788,0.55
PVA,,water,Polymer,77.0,0.0,,,,0.0657,0.82
TiO2,,water,Ceramic,,0.0,24.0,2.0,1573.0,0.1893,0.6
gelatin,,water,Polymer,,3.0,72.0,,,0.0075,0.99
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.05,0.85
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.25,0.73
HAP,,water,Ceramic,,1.0,48.0,4.0,1573.0,0.2,0.732
Al2O3,ZrO2,water,Ceramic,,0.0,24.0,,773.0,0.5,0.19
Al2O3,chitosan,acetic acid,Ceramic,,10.0,,,,0.27,0.91
HAP,,water,Ceramic,,0.0,24.0,3.0,1523.0,0.2,0.8
Mullite,,TBA,Ceramic,,0.0,0.0,1.0,873.0,0.45,0.67
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.1,0.68
HAP,SiO2,water,Ceramic,,1.0,,24.0,873.0,0.15,0.3127
HAP,,water,Ceramic,,8.0,,2.0,1273.0,0.15,0.82
HAP,,water,Ceramic,253.0,0.0,,3.0,1648.0,0.1,0.68
HAP,,water,Ceramic,,0.0,,2.0,1623.0,0.25,0.83
HAP,,water,Ceramic,,8.0,,2.0,873.0,0.15,0.66
YSZ,,camphene,Ceramic,,0.0,,1.0,973.0,0.15,0.84
PLLA,,DMSO,Polymer,77.0,,,,,0.08,0.873
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.15,0.8
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.1,0.74
Al2O3,,water,Ceramic,223.0,0.0,24.0,,1823.0,0.4,0.458
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.15,0.8
SiO2,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.1,0.68
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.15,0.6
Al2O3,,water,Ceramic,253.0,0.0,24.0,5.0,1873.0,0.23,0.639
PZT,,TBA,Ceramic,243.0,0.0,48.0,2.0,1723.0,0.25,0.55
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.075,0.78
Yb2SiO5,,water,Ceramic,77.0,0.0,48.0,2.0,873.0,0.2,0.804
YSZ,,water,Metal/Ceramic,,1.0,48.0,3.0,1173.0,0.357,0.054
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.2,0.46
TiO2,,water,Ceramic,,10.0,72.0,3.0,1273.0,0.1,0.837
Si,,water,Ceramic,,0.0,24.0,16.5,1673.0,0.2,0.7
Al2O3,,water,Metal/Ceramic,,1.0,48.0,2.0,1273.0,0.345,0.087
Yb2SiO5,,water,Ceramic,77.0,0.0,48.0,2.0,823.0,0.2,0.777
LSM,YSZ,water,Ceramic,,5.0,12.0,1.0,873.0,0.27,0.519
ZTA,,water,Ceramic,261.0,1.5,12.0,2.0,1873.0,0.175,0.65
YSZ,,camphene,Ceramic,,0.0,,1.0,973.0,0.15,0.73
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.1,0.73
YSZ,,camphene,Ceramic,288.0,0.0,24.0,1.0,973.0,0.15,0.74
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.075,0.83
Al2O3,Al2O3,water,Ceramic,,10.0,48.0,,,0.27,0.909
HAP,SiO2,water,Ceramic,,4.0,,24.0,873.0,0.15,0.8646
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1723.0,0.2,0.58
HAP,,water,Ceramic/Polymer,263.0,0.0,,2.0,1773.0,0.3,0.43
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1573.0,0.15,0.453
chitin,,water,Polymer,77.0,0.0,24.0,,,0.0053,0.986
Al2O3,,camphene,Ceramic,291.0,0.0,0.0,4.0,1873.0,0.508,0.52
Cordierite,,water,Ceramic,223.0,0.0,24.0,2.0,1473.0,0.5,0.93
HAP,,water,Ceramic,,8.0,72.0,2.0,1073.0,0.15,0.78
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.05,0.88
HAP,,TBA,Ceramic,,0.0,,1.0,873.0,0.0734,0.67
HAP,,water,Ceramic/Polymer,,5.0,,3.0,1625.0,0.35,0.6
HAP,,water,Ceramic,,0.0,,,,0.25,0.668
Al2O3,,water,Metal/Ceramic,,1.0,48.0,2.0,1273.0,0.315,0.122
HAP,,water,Ceramic,,1.0,48.0,2.0,1773.0,0.15,0.7347
polysiloxane,,cyclohexane,Polymer,238.0,,48.0,4.0,1373.0,0.05,0.914
Y2O3,SiO2,TBA,Ceramic,,0.0,12.0,1.0,1023.0,0.0788,0.72
HAP,,water,Ceramic,,0.5,,4.0,1623.0,0.25,0.56
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.2,0.528
Al2O3,,water,Ceramic,,0.0,,2.0,2073.0,0.2,0.573
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.1,0.65
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.15,0.58
Mullite,,water,Ceramic,253.0,0.0,,4.0,1773.0,0.0402,0.92
Al2O3,,water,Metal/Ceramic,,1.0,48.0,2.0,1273.0,0.336,0.111
Bioglass,,camphene,Ceramic,,7.0,,1.0,2073.0,0.1,0.5
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.15,0.82
HAP,,TBA,Ceramic,,0.0,,1.0,873.0,0.1744,0.57
HAP,,water,Ceramic,,0.0,,4.0,1373.0,0.1744,0.15
Al2O3,ZrO2,TBA,Ceramic,77.0,0.0,,,1773.0,0.25,0.294
PZT,,TBA,Ceramic,173.0,0.0,0.0,2.0,1723.0,0.3,0.48
Al2O3,,naphthalene,Ceramic,291.0,0.0,60.0,4.0,1873.0,0.48,0.01
TCP,,water,Ceramic,,0.0,48.0,,673.0,0.2,0.67
HAP,,water,Ceramic,,0.0,24.0,3.0,873.0,0.2,0.81
Ag,,water,Metal,77.0,0.0,48.0,,,0.001,0.959
Al2O3,CuO,water,Ceramic,253.0,0.0,48.0,1.0,873.0,0.3,0.61
Si4Al2O2N6,Al2O3,camphene,Ceramic,273.0,0.0,96.0,3.0,823.0,0.1,0.713
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.1,0.7
SiO2,kaolinite,water,Ceramic,238.0,2.0,0.0,,,0.1628,0.82
HAP,,water,Ceramic,,0.0,24.0,3.0,1523.0,0.3,0.57
Si3N4,Y2O3,water,Ceramic,75.0,0.0,,3.0,873.0,0.2252,0.62
BaTiO3,,water,Ceramic,,0.0,,2.0,1723.0,0.175,0.65
Al2O3,,water,Ceramic,218.0,0.0,36.0,2.0,873.0,0.235,0.67
SiO2,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.13,0.27
Yb2SiO5,,water,Ceramic,77.0,0.0,48.0,2.0,873.0,0.2,0.797
Bioglass,,camphene,Ceramic,,0.0,,3.0,1523.0,0.2703,0.32
Al2O3,,camphene,Ceramic,248.0,0.0,,2.0,2073.0,0.2,0.79
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.25,0.75
HAP,BT,water,Ceramic,,0.0,36.0,3.0,1373.0,0.3,0.48
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.1,0.67
Mullite,,TBA,Ceramic,173.0,0.0,12.0,2.0,1823.0,0.3,0.66
HAP,collagen,water,Ceramic/Polymer,,0.0,0.0,0.5,873.0,0.04,0.95
HAP,TCP,water,Ceramic,,0.0,0.0,2.0,1373.0,0.1091,0.6
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.15,0.54
Bioglass,,water,Ceramic,,0.0,24.0,2.0,673.0,0.02,0.8395
Al2O3,,water,Ceramic,77.0,0.0,0.0,0.5,723.0,0.2,0.4035
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.1,0.63
Si3N4,Al2O3,TBA,Ceramic,,0.0,24.0,3.0,473.0,0.1623,0.5
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.075,0.8
HAP,,water,Ceramic,,10.0,48.0,4.0,1573.0,0.2,0.697
Cr2O3,,camphene,Ceramic,298.0,0.0,24.0,15.0,1373.0,0.15,0.85
Yb2SiO5,,water,Ceramic,77.0,0.0,48.0,2.0,873.0,0.25,0.712
Al2O3,ZrO2,TBA,Ceramic,77.0,0.0,,,1673.0,0.25,0.33
Al2O3,,water,Ceramic,,0.0,24.0,2.0,1873.0,0.1,0.69
YSZ,,camphene,Ceramic,,0.0,,1.0,973.0,0.15,0.744
Mullite,,TBA,Ceramic,233.0,0.0,12.0,2.0,1823.0,0.35,0.59
ZrO2,Y2O3,water,Ceramic,243.0,0.0,72.0,2.0,1823.0,0.1607,0.5679
YSZ,,TBA,Ceramic,77.0,0.0,0.0,0.5,723.0,0.15,0.74
chitosan,,water,Polymer,,4.0,48.0,,,0.0125,0.9819
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.075,0.855
YSZ,,water,Ceramic,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,CuO,water,Ceramic,253.0,0.0,48.0,1.0,873.0,0.3,0.5
Mullite,,TBA,Ceramic,,0.0,0.0,1.0,873.0,0.26,0.775
PZT,,TBA,Ceramic,243.0,0.0,48.0,2.0,1723.0,0.35,0.42
Al2O3,,camphene,Ceramic,248.0,0.0,,2.0,2223.0,0.2,0.72
SiO2,,water,Ceramic,193.0,0.0,12.0,2.0,1573.0,0.01,0.98
Si3N4,Al2O3,TBA,Ceramic,,0.0,24.0,3.0,473.0,0.0678,0.78
Cordierite,,water,Ceramic,223.0,0.0,24.0,2.0,1473.0,0.1,0.78
Mullite,,camphene,Ceramic,,0.0,24.0,1.0,773.0,0.1131,0.52
Al2O3,YSZ,water,Ceramic,253.0,0.0,48.0,30.0,773.0,0.3,0.62
SiO2,,water,Ceramic,193.0,0.0,12.0,2.0,873.0,0.1,0.89
YSZ,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.05,0.65
HAP,,water,Ceramic,,8.0,,2.0,873.0,0.15,0.78
Al2O3,,water,Ceramic,,0.0,24.0,2.0,8873.0,0.2,0.55
Bioglass,,water,Ceramic,253.0,0.0,,,773.0,0.2,0.4
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.25,0.63
HAP,,water,Ceramic,,8.0,,2.0,1073.0,0.15,0.82
Al2O3,,naphthalene,Ceramic,291.0,0.0,60.0,4.0,1873.0,0.3,0.4
YSZ,,water,Ceramic,,0.0,,0.5,773.0,0.3,0.685
HAP,,water,Ceramic,255.0,0.0,,3.0,873.0,0.23,0.4665
HAP,,water,Ceramic,253.0,0.0,,3.0,1623.0,0.2,0.515
chitosan,HAP,water,Polymer,77.0,0.0,0.0,,,0.09,0.621
HAP,BT,water,Ceramic,,0.0,36.0,3.0,1373.0,0.1,0.65
YSZ,,TBA,Ceramic,,,,1.0,1773.0,0.15,0.56
WO3,,water,Metal,253.0,0.0,,,1023.0,0.2,0.5
Mullite,,camphene,Ceramic,77.0,0.0,,,873.0,0.21,0.525
Bioglass,,water,Ceramic,,0.0,24.0,2.0,673.0,0.16,0.6556
YSZ,,water,Ceramic,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
gelatin,,water,Polymer,,3.0,72.0,,,0.0038,0.948
Al2O3,ZrO2,TBA,Ceramic,77.0,0.0,,,1773.0,0.25,0.29
Al2O3,CuO,water,Ceramic,253.0,0.0,48.0,1.0,873.0,0.3,0.56
HAP,,water,Ceramic,,0.0,,2.0,1673.0,0.25,0.76
Al2O3,,water,Ceramic,238.0,0.0,,5.0,1923.0,0.525,0.22
HAP,BT,water,Ceramic,173.0,10.0,24.0,3.0,873.0,0.2,0.5
Al2O3,,water,Ceramic,233.0,0.0,,2.0,1573.0,0.1,0.86
Al2O3,,water,Ceramic,,0.0,24.0,,1773.0,0.4,0.379
SiO2,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.16,0.623
YSZ,,TBA,Ceramic,,0.0,,2.0,1823.0,0.15,0.78
Al2O3,ZrO2,TBA,Ceramic,77.0,0.0,,,1673.0,0.15,0.494
SiO2,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.16,0.64
Al2O3,,Glycerine Ether,Ceramic,253.0,0.0,,3.0,1773.0,0.33,0.44
Al2O3,,water,Ceramic,193.0,1.0,72.0,0.5,2323.0,0.4,0.32
Al2O3,CuO,water,Ceramic,253.0,0.0,48.0,1.0,873.0,0.3,0.55
polysiloxane,,TBA,Polymer,238.0,,48.0,4.0,1373.0,0.4,0.637
Al2O3,Mullite,water,Ceramic,,0.0,0.0,5.0,1873.0,0.425,0.655
Al2O3,,water,Ceramic,,0.0,36.0,3.0,1123.0,0.2,0.67
Al2O3,,water,Metal/Ceramic,233.0,1.0,48.0,1.0,1873.0,0.315,0.111
Al2O3,,water,Ceramic,,0.0,,2.0,1563.0,0.3,0.78
YSZ,,water,Ceramic,,25.0,48.0,5.0,773.0,0.27,0.515
YSZ,,TBA,Ceramic,77.0,0.0,0.0,0.5,723.0,0.15,0.75
TCP,,water,Ceramic,,0.0,48.0,,673.0,0.2,0.658
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1623.0,0.1,0.51
HAP,BT,water,Ceramic,173.0,1.0,24.0,3.0,873.0,0.2,0.7
Al2O3,,water,Ceramic,83.0,0.0,24.0,3.0,1173.0,0.1,0.5
SiO2,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.07,0.72
HAP,(Ca10(PO4)6(OH)2),TBA,Ceramic,,0.0,0.0,1.0,963.0,0.1,0.69
Al2O3,,water,Ceramic,77.0,0.0,24.0,2.0,1873.0,0.35,0.41
Al2O3,,camphene,Ceramic,276.0,0.0,,4.0,523.0,0.2,0.65
Al2O3,,water,Ceramic,77.0,0.0,0.0,0.5,723.0,0.2,0.625
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1623.0,0.15,0.331
Al2O3,TiO2,camphene,Ceramic,77.0,0.0,72.0,2.0,1773.0,0.25,0.47
Mullite,,TBA,Ceramic,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
Mullite,,TBA,Ceramic,,0.0,0.0,1.0,873.0,0.3488,0.67
Mullite,,TBA,Ceramic,173.0,0.0,12.0,2.0,1823.0,0.35,0.6
Mullite,,TBA,Ceramic,,0.0,0.0,2.0,1773.0,0.1583,0.65
PVA,,water,Polymer,77.0,0.0,,,,0.0657,0.63
SiO2,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.19,0.64
Al2O3,,water,Ceramic,238.0,0.0,,5.0,1923.0,0.475,0.28
HAP,MgO,TBA,Ceramic,,,,1.0,1673.0,0.15,0.61
YSZ,,water,Ceramic,,2.0,48.0,5.0,773.0,0.2,0.717
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.15,0.8
YSZ,,water,Ceramic,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,CuO,water,Ceramic,253.0,0.0,48.0,1.0,873.0,0.3,0.53
Mullite,,TBA,Ceramic,233.0,0.0,12.0,2.0,1973.0,0.4,0.55
HAP,,water,Ceramic,,0.0,24.0,3.0,1523.0,0.3,0.6
HAP,,water,Ceramic,,8.0,,2.0,973.0,0.15,0.76
TCP,,water,Ceramic,,0.0,60.0,,723.0,0.3,0.51
Al2O3,,water,Ceramic,223.0,0.0,24.0,,1673.0,0.333,0.465
Yb2SiO5,,TBA,Ceramic,,0.0,0.0,2.0,673.0,0.15,0.8565
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.15,0.79
Al2O3,,water,Ceramic,193.0,5.0,72.0,0.5,2323.0,0.4,0.32
Si3N4,Y2O3,water,Ceramic,75.0,0.0,,3.0,873.0,0.2252,0.2
Al2O3,YSZ,water,Ceramic,253.0,0.0,48.0,30.0,773.0,0.3,0.57
HAP,BT,water,Ceramic,173.0,5.0,24.0,3.0,873.0,0.4,0.4
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1723.0,0.4,0.32
Al2O3,,water,Ceramic,77.0,0.0,24.0,2.0,1873.0,0.35,0.43
Al2O3,,water,Ceramic,,0.0,96.0,4.0,723.0,0.25,0.635
SiC,,water,Ceramic,203.0,,,1.0,2023.0,0.5,0.3261
SiO2,kaolinite,water,Ceramic,238.0,0.0,,2.0,673.0,0.18,0.66
Y2O3,SiO2,TBA,Ceramic,,0.0,12.0,1.0,1053.0,0.1174,0.645
Bioglass,,water,Ceramic,,0.0,24.0,1.5,2073.0,0.02,0.9021
TiO2,,water,Ceramic,,10.0,72.0,3.0,1273.0,0.1,0.831
HAP,,TBA,Ceramic,,0.0,,1.0,873.0,0.1744,0.419
YSZ,,TBA,Ceramic,,0.0,,2.0,1823.0,0.15,0.78
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.05,0.9
Al2O3,,water,Ceramic,,0.0,,2.0,1563.0,0.3,0.71
HAP,MgO,TBA,Ceramic,,0.0,,1.0,1673.0,0.05,0.85
Fe2O3,,water,Metal,263.0,,48.0,2.0,573.0,0.141,0.59
Al2O3,,water,Ceramic,238.0,0.0,,5.0,1923.0,0.575,0.06
SiO2,,water,Ceramic,,0.0,,,,0.0195,0.5
chitin,,water,Polymer,,0.0,24.0,,,0.008,0.984
YSZ,,TBA,Ceramic,,0.0,,2.0,1773.0,0.1,0.759
YSZ,,water,Ceramic,,0.0,,,,0.3,0.755
PVA,,water,Polymer,77.0,0.0,,,,0.0657,0.72
stainless steel,,water,Ceramic,233.0,0.0,0.0,2.0,1773.0,0.36,0.38
Al2O3,YSZ,water,Ceramic,253.0,0.0,48.0,30.0,773.0,0.3,0.48
SiO2,,water,Ceramic,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
HAP,,water,Ceramic,,5.0,48.0,4.0,1573.0,0.2,0.699
YSZ,,TBA,Ceramic,,0.0,12.0,1.0,873.0,0.03,0.56
WO3,,water,Metal,243.0,0.0,,,1023.0,0.275,0.332
Al2O3,,camphene,Ceramic,288.0,0.0,24.0,5.0,1873.0,0.22,0.609
HAP,,water,Ceramic,,0.0,,2.0,1473.0,0.27,0.58
YSZ,,water,Ceramic,,0.0,,,,0.029,0.4
SiO2,,water,Ceramic,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
Al2O3,,water,Ceramic,,1.0,,2.0,1873.0,0.3,0.789
NiO,YSZ,water,Metal/Ceramic,213.0,0.0,12.0,1.0,573.0,0.25,0.3757
Al2O3,,water,Ceramic,,1.0,24.0,2.0,1823.0,0.35,0.344
chitin,,water,Polymer,,0.0,24.0,,,0.0027,0.989
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1623.0,0.15,0.413
theophylline,starch,water,Pharmaceutical,253.0,0.0,24.0,,,0.37,0.45
Al2O3,TiO2,camphene,Ceramic,,0.0,72.0,2.0,1773.0,0.25,0.58
TiO2,,water,Ceramic,255.0,0.0,,1.5,2173.0,0.0617,0.87
HAP,,water,Ceramic,,0.0,,4.0,1373.0,0.1744,0.55
Al2O3,,water,Ceramic,,6.0,48.0,3.0,823.0,0.2,0.631
Bioglass,,camphene,Ceramic,,1.0,,1.0,2073.0,0.1,0.5
YSZ,,water,Ceramic,,25.0,48.0,5.0,773.0,0.27,0.545
Si3N4,Al2O3,benzoic acid,Ceramic,,0.0,5.0,4.0,2023.0,0.16,0.57
fireclay,,water,Ceramic,,0.0,24.0,2.0,823.0,0.1751,0.6928
Al2O3,,water,Ceramic,,0.0,24.0,,1673.0,0.333,0.494
YSZ,,water,Ceramic,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
PZT,,TBA,Ceramic,243.0,0.0,,2.0,1773.0,0.15,0.66
HAP,,TBA,Ceramic,,0.0,,1.0,1673.0,0.15,0.64
Mullite,,water,Ceramic,253.0,0.0,,4.0,1773.0,0.0402,0.925
Al2O3,chitosan,acetic acid,Ceramic,,10.0,,,,0.27,0.91
YSZ,,TBA,Ceramic,,0.0,,2.0,1823.0,0.15,0.515
YSZ,,TBA,Ceramic,,0.0,,2.0,1873.0,0.1,0.656
Al2O3,,water,Ceramic,,0.0,24.0,,1773.0,0.45,0.35
Al2O3,,camphene,Ceramic,288.0,0.0,24.0,5.0,1873.0,0.22,0.609
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1723.0,0.3,0.49
YSZ,,water,Ceramic,,0.0,,0.5,773.0,0.3,0.68
YSZ,,water,Ceramic,,2.0,48.0,5.0,773.0,0.2,0.695
Mullite,,camphene,Ceramic,,0.0,24.0,1.0,773.0,0.2293,0.32
Al2O3,,water,Ceramic,238.0,0.0,,5.0,1923.0,0.5,0.24
Yb2SiO5,,water,Ceramic,77.0,0.0,48.0,2.0,873.0,0.15,0.831
Al2O3,,camphene,Ceramic,291.0,0.0,0.0,4.0,1873.0,0.4,0.15
Al2O3,,water,Ceramic,,0.0,24.0,2.5,1823.0,0.3,0.39
Al2O3,,TBA,Ceramic,,0.0,24.0,1.0,1493.0,0.15,0.73
Al2O3,ZrO2,TBA,Ceramic,77.0,0.0,,,1673.0,0.2,0.43
HAP,,water,Ceramic/Polymer,,0.0,48.0,4.0,1573.0,0.2,0.28
HAP,,water,Ceramic,,2.0,,2.0,1563.0,0.15,0.61
SiC,,water,Ceramic,,0.0,,,,0.45,0.136
Al2O3,ZrO2,TBA,Ceramic,77.0,0.0,,,1773.0,0.25,0.28
LSM,YSZ,water,Ceramic,,5.0,12.0,1.0,873.0,0.17,0.57
HAP,,water,Ceramic,,0.5,,4.0,1673.0,0.25,0.56
PZT,,TBA,Ceramic,,0.0,0.0,2.0,1723.0,0.15,0.67
SiO2,,water,Ceramic,193.0,0.0,12.0,2.0,873.0,0.01,0.98
YSZ,,water,Ceramic,,2.0,48.0,5.0,773.0,0.23,0.604
YSZ,,TBA,Ceramic,195.0,0.0,0.0,0.5,723.0,0.15,0.74
HAP,TCP,camphene,Ceramic,,0.0,,3.0,1573.0,0.3,0.14
